GEODB_OID,OBJECTID,PRORAGIS_I,PARK_ID,PARK_NAME,ADDRESS,CITY_MUNIC,COUNTY,STATE,STREET_NUM,STREET_NAM,STREET_TYP,ZIP_CODE,REFERENCE,REFERENCE_,PARK_ACRES,ACRE_SOURC,YEAR_OPEN,PARK_STATU,STATUS_COM,DEVELOPMEN,PARK_TYPE,SERVICE_AR,COUNCIL_DI,COUNCIL_00,MANAGEMENT,LAND_OWNER,LANDOWNER_,MANAGING_A,MANAGING00,UNIT,MODIFIED_B,MODIFIED_D,SHAPE_AREA,SHAPE_LEN
150,150,152,202,Mary Dawson Pocket Park,"650 Dawson Rd., Austin, Texas 78704",Austin,Travis,TX,650,Dawson,Rd.,78704,Other,Street Address,0.50515789,GIS Value,1961,Open,Developed,Undeveloped,Pocket,0-0.5 miles,9,5;9,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,22004.58953,799.7011744
106,106,87,329,Deer Park at Maple Run Preserve,"4929 Davis Ln., Austin, Texas 78749",Austin,Travis,TX,4929,Davis,Ln.,78749,Other,Street Address,24.28081009,GIS Value,2006,Closed,Undeveloped,Undeveloped,Nature Preserve,0-25 miles,8,Citywide,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,1057667.857,4623.974008
107,107,203,225,Oakhill Neighborhood Park,"5408 Southwest Pkwy., Austin, Texas 78735",Austin,Travis,TX,5408,Southwest,Pkwy,78735,Other,Street Address,12.69352864,GIS Value,1974,Open_Restricted,Undeveloped,Undeveloped,Neighborhood,0-5 miles,8,2;3;5;8;9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,552927.8958,4313.306521
108,108,259,373,Tom Lasseter-South Lamar Neighborhood Park,"3000 Del Curto Rd., Austin, Texas 78704",Austin,Travis,TX,3000,Del Curto,Rd.,78704,Other,Street Address,2.08904611,GIS Value,2009,Planned,Planned,Undeveloped,Neighborhood,0-5 miles,5,1;2;3;5;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,90998.48438,1391.909001
109,109,236,366,Seider Springs Greenbelt,"1380 W 34th St., Austin, Texas 78731",Austin,Travis,TX,1380,W 34th,St,78731,Other,Street Address,4.19075294,GIS Value,1966,Open,Developed,Developed,Greenbelt,0-5 miles,10,1;3;4;5;7;8;9;10,Corridor,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,182548.4678,2444.107035
110,110,210,266,Shipe Neighborhood Park,"4400 Avenue G, Austin, Texas 78751",Austin,Travis,TX,4400,Avenue G,,78751,Other,Street Address,2.45876512,GIS Value,1929,Open,Developed,Developed,Neighborhood,0-5 miles,9,1;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,107103.3801,1335.824495
111,111,235,309,Waterloo Neighborhood Park,"500 E 12th St., Austin, Texas 78701",Austin,Travis,TX,500,E 12th,St,78701,Other,Street Address,10.00950039,GIS Value,1978,Open,Undeveloped,Developed,Neighborhood,0-5 miles,1,1;2;3;4;5;7;8;9;10,Mixed-use Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,436012.0929,3217.204439
157,157,102,407,Georgian Acres Neighborhood Park,"500 E Powell Ln., Austin, Texas 78753",Austin,Travis,TX,500,E Powell,Ln.,78753,Other,Street Address,5.09599964,GIS Value,2014,Open,Undeveloped,Undeveloped,Neighborhood,0-5 miles,4,1;3;4;6;7;9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,221980.8565,2386.024747
112,112,183,242,Perry Neighborhood Park,"4800 Fairview Dr., Austin, Texas 78731",Austin,Travis,TX,4800,Fairview,Dr,78731,Other,Street Address,10.3933043,GIS Value,1948,Open,Developed,Developed,Neighborhood,0-5 miles,10,1;2;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,452730.5242,2776.648565
113,113,961,415,Gregg Hill Pocket Park,"4105 Jefferson St., Austin, Texas 78731",Austin,Texas,TX,4105,Jefferson,St,78731,Other,Street Address,1.48792078,GIS Value,1975,Open,Undeveloped,Undeveloped,Pocket,0-0.5 miles,10,,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,64813.56977,1087.993824
114,114,154,138,Mary Frances Baylor Clarksville Pocket Park,"1811 W 11th St., Austin, Texas 78703",Austin,Travis,TX,1811,W 11th,St.,78703,Other,Street Address,1.48911304,GIS Value,1978,Open,Developed,Developed,Pocket,0-0.5 miles,9,9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,64865.50446,1147.152384
115,115,118,363,International Shores at Town Lake Metro Park,"1800 S Lakeshore Blvd., Austin, Texas 78741",Austin,Travis,TX,1800,S Lakeshore,Blvd.,78741,Other,Street Address,6.06263555,GIS Value,1978,Open,Developed,Developed,Metropolitan,0-25 miles,3;9,Citywide,Corridor,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,264087.3482,2527.461736
116,116,119,168,Govalle Neighborhood Park,"5200 Bolm Rd., Austin, Texas 78721",Austin,Travis,TX,5200,Bolm,Rd.,78721,Other,Street Address,26.26569832,GIS Value,2014,Open,Developed,Developed,Neighborhood,0-5 miles,3,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,1144129.242,6481.101821
117,117,120,169,Gracywoods Neighborhood Park,"12133 Metric Blvd., Austin, Texas 78758",Austin,Travis,TX,12133,Metric,Blvd.,78758,Other,Street Address,21.56701001,GIS Value,1978,Open,Developed,Developed,Neighborhood,0-5 miles,7,1;4;6;7;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,939455.198,10133.53168
160,160,160,127,Lower Bull Creek Greenbelt,"7806 N Capital of Texas Hwy., Austin, Texas 78731",Austin,Travis,TX,7806,N Capital of Texas,Hwy,78731,Other,Street Address,125.705914,GIS Value,2014,Open,Developed,Developed,Greenbelt,0-5 miles,10,4;6;7;9;10,Corridor,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,5475727.713,28666.63565
161,161,163,200,Mabel Davis District Park,"3427 Parker Ln., Austin, Texas 78741",Austin,Travis,TX,3427,Parker,Ln.,78741,Other,Street Address,53.97237583,GIS Value,1954,Open,Developed,Developed,District,0-5 miles,3,1;2;3;5;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,2351027.287,6801.127312
162,162,168,210,Montopolis Practice Fields,"901 Vasquez St., Austin, Texas 78741",Austin,Travis,TX,901,Vasquez,St.,78741,Other,Street Address,4.11257526,GIS Value,1978,Open,Undeveloped,Developed,Special,0-25 miles,3,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,179143.0619,1869.96581
163,163,169,211,Morris Williams Golf Course,"3851 Manor Rd., Austin, Texas 78723",Austin,Travis,TX,3851,Manor,Rd.,78723,Other,Street Address,184.2439206,GIS Value,1978,Open_Fee,Golf Fee,Developed,Golf Course,0-25 miles,1,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,8025633.077,15290.55883
164,164,170,354,Palma Plaza Triangle Pocket Park,"1524 Palma Plz., Austin, Texas 78703",Austin,Travis,TX,1524,Palma,Plz,78703,Other,Street Address,0.23133212,GIS Value,2014,Open,Undeveloped,Undeveloped,Pocket,0-0.5 miles,9,9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,10076.78691,492.6615345
165,165,191,245,Pillow School Park,"8500 Rockwood Ln., Austin, Texas 78757",Austin,Travis,TX,8500,Rockwood,Ln,78757,Other,Street Address,6.62859478,GIS Value,1966,Open,Developed,Developed,School,0-5 miles,7,1;4;6;7;9;10,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,288740.4339,2850.359981
166,166,165,375,South Park Meadows Greenbelt,"10003 S 1st St., Austin, Texas 78748",Austin,Travis,TX,10003,S 1st,St,78748,Other,Street Address,46.71348829,GIS Value,2009,Open_Restricted,Undeveloped,Undeveloped,Greenbelt,0-5 miles,5,2;3;5;8,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,2034831.411,13154.85898
167,167,222,257,Ricky Guerrero Pocket Park,"2006 S 6th St., Austin, Texas 78704",Austin,Travis,TX,2006,S 6th,St,78704,Other,Street Address,1.90776495,GIS Value,1970,Open,Undeveloped,Developed,Pocket,0-0.5 miles,9,3;5;9,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,83101.90896,1136.291195
168,168,103,166,Gillis Neighborhood Park,"2410 Durwood Ave., Austin, Texas 78704",Austin,Travis,TX,2410,Durwood,Ave.,78704,Other,Street Address,6.82793945,GIS Value,1947,Open,Undeveloped,Developed,Neighborhood,0-5 miles,3,1;2;3;5;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,297423.8526,2301.650388
169,169,240,356,Slaughter Creek at Twin Oaks Greenbelt,"10520 S 1st St., Austin, Texas 78748",Austin,Travis,TX,10520,S 1st,St,78748,Other,Street Address,11.60525128,GIS Value,2008,Open,Undeveloped,Undeveloped,Greenbelt,0-5 miles,5,2;3;5;8,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,505509.3966,4137.021166
170,170,172,275,Southland Oaks Neighborhood Park,"3505 Green Emerald Ter., Austin, Texas 78739",Austin,Travis,TX,3505,Green Emerald,Ter,78739,Other,Street Address,18.49679192,GIS Value,1996,Open,Undeveloped,Undeveloped,Neighborhood,0-5 miles,0,2;5;8,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,805717.0334,3683.687642
171,171,126,404,Grey Rock Golf Course,"7401 SH 45 EB, Austin, Texas 78739",Austin,Travis,TX,7401,SH 45 EB,,78739,Other,Street Address,290.590833,GIS Value,2014,Open_Restricted,Golf Course,Developed,Golf Course,0-25 miles,8,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,12658126.92,27658.87072
172,172,201,224,Oak Springs School Park,"2806 Goodwin Ave., Austin, Texas 78702",Austin,Travis,TX,2806,Goodwin,Ave,78702,Other,Street Address,6.02245948,GIS Value,1964,Open,Developed,Developed,School,0-5 miles,3,1;2;3;4;5;7;8;9;10,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,262337.2856,2537.186416
173,173,175,216,Nicholas Dawson Neighborhood Park,"704 W James St., Austin, Texas 78704",Austin,Travis,TX,704,W James,St.,78704,Other,Street Address,3.29920818,GIS Value,1947,Open,Developed,Developed,Neighborhood,0-5 miles,9,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,143712.9333,2002.733291
175,175,179,364,Peace Point at Town Lake Metro Park,"2200 S Lakeshore Blvd., Austin, Texas 78741",Austin,Travis,TX,2200,S Lakeshore,Blvd,78741,Other,Street Address,5.46668977,GIS Value,2008,Open,Developed,Developed,Metropolitan,0-25 miles,3;9,Citywide,Mixed-use Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,238128.0539,4343.236948
176,176,181,240,Pease District Park,"1100 Kingsbury St., Austin, Texas  78703",Austin,Travis,TX,1100,Kingsbury,St,78703,Other,Street Address,42.68088432,GIS Value,2010,Open,Undeveloped,Developed,District,0-5 miles,9,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,1859193.346,11388.07859
177,177,185,244,Pickfair Pocket Park,"10904 Pickfair Dr., Austin, Texas 78750",Austin,Travis,TX,10904,Pickfair,Dr,78750,Other,Street Address,1.2359355,GIS Value,1957,Open,Undeveloped,Developed,Pocket,0-0.5 miles,6,6,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,53837.13509,1062.717836
178,178,223,236,Sir Swante Palm Neighborhood Park,"200 N IH 35 Svrd SB, Austin, Texas 78701",Austin,Travis,TX,200,N IH 35,Svrd,78701,Other,Street Address,3.24240255,GIS Value,1947,Open,Developed,Developed,Neighborhood,0-5 miles,9,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,141238.49,1841.041656
180,180,218,254,Reilly School Park,"6001 Guadalupe St., Austin, Texas 78752",Austin,Travis,TX,6001,Guadalupe,St,78752,Other,Street Address,7.17165769,GIS Value,2008,Open,Developed,Developed,School,0-5 miles,4,1;3;4;5;7;8;9;10,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,312396.1595,2592.459785
151,151,156,328,Manuel and Robert Donley Pocket Park,"2301 Haskell St., Austin, Texas 78702",Austin,Travis,TX,2301,Haskell,St.,78702,Other,Street Address,0.38813903,GIS Value,2000,Open,Undeveloped,Developed,Pocket,0-0.5 miles,3,3;9,Passive Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,16907.26842,1084.025064
152,152,158,198,Lott Pocket Park,"1180 Curve St., Austin, Texas 78702",Austin,Travis,TX,1180,Curve,St.,78702,Other,Street Address,1.12485569,GIS Value,1978,Open,Developed,Developed,Pocket,0-0.5 miles,1,1;3;9,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,48998.51795,949.762583
153,153,177,352,Sparky Pocket Park,"3701 Grooms St., Austin, Texas 78705",Austin,Travis,TX,3701,Grooms,St,78705,Other,Street Address,0.4550046,GIS Value,2008,Open,Developed,Developed,Pocket,0-0.5 miles,9,9,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,19819.92129,580.0591817
154,154,260,378,Trailhead Neighborhood Park,"10984 Boulder Ln., Austin, Texas 78726",Austin,Travis,TX,10984,Boulder,Ln,78726,Other,Street Address,13.63828257,GIS Value,2010,Open,Developed,Developed,Neighborhood,0-5 miles,6,6;7;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,594081.2126,4263.743411
155,155,130,192,Lewis Mountain Ranch Neighborhood Park,"8206 Lewis Mountain Dr., Austin, Texas 78737",Austin,Travis,TX,8206,Lewis Mountain,Dr.,78737,Other,Street Address,6.07369985,GIS Value,1989,Open,Undeveloped,Undeveloped,Neighborhood,0-5 miles,0,5;8,Passive Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,264569.3072,2206.022044
156,156,221,256,Riata Neighborhood Park,"12401 Riata Trace Pkwy., Austin, Texas 78727",Austin,Travis,TX,12401,Riata Trace,Pkwy,78727,Other,Street Address,8.00648381,GIS Value,2001,Open,Undeveloped,Developed,Neighborhood,0-5 miles,6,1;4;6;7;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,348761.0397,2961.195912
158,158,142,206,Meadows at Trinity Crossing Neighborhood Park,"5900 Sendero Hills Pkwy., Austin, Texas 78724",Austin,Travis,TX,5900,Sendero Hills,Pkwy,78724,Other,Street Address,16.59807962,GIS Value,1995,Open,Undeveloped,Developed,Neighborhood,0-5 miles,1,1;2;3;4;9,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,723009.4562,4401.34878
159,159,159,201,Marble Creek Greenbelt,"6605 E William Cannon Dr., Austin, Texas 78744",Austin,Travis,TX,6605,E William Cannon,Dr.,78744,Other,Street Address,28.88358193,GIS Value,2008,Open_Restricted,Undeveloped,Undeveloped,Greenbelt,0-5 miles,2,2;3;5;9,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,1258158.522,5427.654254
202,202,44,189,Lamar Senior Activity Center,"2874 Shoal Crest Ave., Austin, Texas 78705",Austin,Travis,TX,2874,Shoal Crest,Ave.,78705,Other,Street Address,1.98539339,GIS Value,2000,Open,Developed,Developed,Special,0-25 miles,9,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,86483.39018,1467.323109
193,193,234,265,Scofield Farms Neighborhood Park,"12901 Scofield Farms Dr., Austin, Texas 78727",Austin,Travis,TX,12901,Scofield Farms,Dr,78727,Other,Street Address,25.16562062,GIS Value,1956,Open,Developed,Developed,Neighborhood,0-5 miles,7,1;4;6;7;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,1096210.049,7840.53291
194,194,238,325,Sendera Mesa Neighborhood Park,"4717 Davis Ln., Austin, Texas 78749",Austin,Travis,TX,4717,Davis,Ln,78749,Other,Street Address,4.61649392,GIS Value,2001,Open,Undeveloped,Undeveloped,Neighborhood,0-5 miles,8,2;3;5;8,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,201093.6707,2665.883791
195,195,239,384,Shinoak Valley Greenbelt,"3900 Dry Creek Dr., Austin, Texas 78731",Austin,Travis,TX,3900,Dry Creek,Dr,78731,Other,Street Address,10.46021446,GIS Value,1947,Open_Restricted,Undeveloped,Undeveloped,Greenbelt,0-5 miles,10,1;4;6;7;8;9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,455645.1191,4623.745691
292,292,2,117,Battle Bend Neighborhood Park,"121 Sheraton Ave., Austin, Texas 78745",Austin,Travis,TX,121,Sheraton,Ave.,78745,Other,Street Address,4.75166725,GIS Value,1998,Open,Developed,Developed,Neighborhood,0-5 miles,3,1;2;3;5;8;9;10,Mixed-use Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,206981.7975,1839.835632
196,196,28,163,Gaines Greenbelt,"4800 S Mopac Expy., Austin, Texas 78735",Austin,Travis,TX,4800,S Mopac,Expy.,78735,Other,Street Address,120.9867143,GIS Value,2008,Open,Undeveloped,Undeveloped,Greenbelt,0-5 miles,8,1;2;3;5;8;9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,5270160.195,15841.54777
206,206,95,362,Hartford Triangle,"1605 Ethridge Ave., Austin, Texas 78703",Austin,Travis,TX,1605,Ethridge,Ave.,78703,Other,Street Address,0.56905296,GIS Value,2000,Closed,Undeveloped,Undeveloped,Planting Strips/Triangles,0-0.5 miles,9,9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,24787.84776,749.5286138
197,197,30,100,Adams-Hemphill Neighborhood Park,"201 W 30th St., Austin, Texas  78705",Austin,Travis,TX,201,W 30th,St.,78705,Other,Street Address,9.9830874,GIS Value,1947,Open,Developed,Developed,Neighborhood,0-5 miles,9,1;3;4;5;7;8;9;10,Mixed-use Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,434924.0165,8767.69482
272,272,49,109,Bailey Neighborhood Park,"1101 W 33rd St., Austin, Texas 78705",Austin,Travis,TX,1101,W 33rd,St.,78705,Other,Street Address,2.40212039,GIS Value,1935,Open,Developed,Developed,Neighborhood,0-5 miles,10,1;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,104635.9456,1342.061061
198,198,31,113,Bartholomew District Park,"5201 Berkman Dr., Austin, Texas 78723",Austin,Travis,TX,5201,Berkman,Dr.,78723,Other,Street Address,50.59388057,GIS Value,1998,Open,Developed,Developed,District,0-5 miles,4,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,2203786.601,6966.375725
204,204,89,149,Dick Nichols District Park,"8011 Beckett Rd., Austin, Texas 78749",Austin,Travis,TX,8011,Beckett,Rd.,78749,Other,Street Address,135.1562011,GIS Value,2008,Open,Undeveloped,Developed,District,0-5 miles,8,2;3;5;8,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,5887380.569,18480.03679
273,273,64,136,Circle C Ranch Metro Park,"6301 W Slaughter Ln., Austin, Texas 78739",Austin,Travis,TX,6301,W Slaughter,Ln.,78739,Other,Street Address,576.2722381,GIS Value,1985,Open,Undeveloped,Developed,Metropolitan,0-25 miles,8,Citywide,Mixed-use Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,25102332.67,52939.50516
200,200,41,290,Auditorium Shores at Town Lake Metro Park,"800 W Riverside Dr., Austin, Texas 78704",Austin,Travis,TX,800,W Riverside,Dr.,78704,Other,Street Address,48.57836784,GIS Value,1999,Open,Developed,Developed,Metropolitan,0-25 miles,5;9,Citywide,Mixed-use Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,2116116.716,17039.35972
201,201,43,107,Austin High Tennis Center,"1717 W Cesar Chavez St., Austin, Texas 78703",Austin,Travis,TX,1717,W Cesar Chavez,St.,78703,Other,Street Address,3.21819298,GIS Value,1998,Open_Fee,Tennis Fees,Developed,Special,0-25 miles,9,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,140183.9255,1612.841848
205,205,91,386,Forest North Neighborhood Park,"13320 Lyndhurst St., Austin, Texas 78729",Austin,Williamson,TX,13320,Lyndhurst,St.,78729,Other,Street Address,2.25218334,GIS Value,2008,Open,Cemetery,Developed,Neighborhood,0-5 miles,6,6;7;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,98104.71401,1492.002528
207,207,96,164,Gaines Creek Neighborhood Park,"4801 Republic of Texas Blvd., Austin, Texas 78735",Austin,Travis,TX,4801,Republic of Texas,Blvd.,78735,Other,Street Address,37.91094609,GIS Value,1975,Open,Cemetery,Developed,Neighborhood,0-5 miles,8,2;3;5;8;9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,1651394.206,5301.072597
208,208,46,358,Butler Metro Park,"1000 Barton Springs Rd. Austin, Texas 78704",Austin,Travis,TX,1000,Barton Springs,Rd.,78704,Other,Street Address,20.70601073,GIS Value,1998,Open,Cemetery,Developed,Metropolitan,0-25 miles,9,Citywide,Mixed-use Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,901952.2265,4246.363842
209,209,47,108,Austin Recreation Center,"1301 Shoal Creek Blvd., Austin, Texas 78701",Austin,Travis,TX,1301,Shoal Creek,Blvd.,78701,Other,Street Address,5.48733039,GIS Value,2008,Open,undeveloped,Developed,Special,0-25 miles,9,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,239027.1555,2472.216324
210,210,48,106,Austin's Colony Neighborhood Park,"14501 Lippincott St. Austin, Texas 78725",Austin,Travis,TX,14501,Lippincott,St.,78725,Other,Street Address,9.23403176,GIS Value,1956,Open_Restricted,Undeveloped,Undeveloped,Neighborhood,0-5 miles,0,1;2;3,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,402232.8145,2857.539139
211,211,50,190,Latta Branch Greenbelt,"7910 Beckett Rd., Austin, Texas 78749",Austin,Travis,TX,7910,Beckett,Rd.,78749,Other,Street Address,125.7177594,GIS Value,1975,Open,Developed,Developed,Greenbelt,0-5 miles,5;8,2;3;5;8;9,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,5476243.693,42639.95808
212,212,52,111,Barrington School Park,"9306 Glenn Ln., Austin, Texas 78753",Austin,Travis,TX,9306,Glann,Ln.,78753,Other,Street Address,7.67750785,GIS Value,1998,Open,Developed,Developed,School,0-5 miles,4,1;4;6;7;9;10,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,334430.904,2767.676772
213,213,53,131,Canyon Vista Pool,"8455 Spicewood Springs Rd., Austin, Texas 78750",Austin,Travis,TX,8455,Spicewood Springs,Rd.,78750,Other,Street Address,0.47907723,GIS Value,2008,Open_Restricted,AISD Shared Use,Developed,Special,0-25 miles,6,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,20868.5205,571.5067269
214,214,54,153,Dove Springs District Park,"5801 Ainez Dr., Austin, Texas 78744",Austin,Travis,TX,5801,Ainez,Dr.,78744,Other,Street Address,72.42885468,GIS Value,1956,Open,Developed,Developed,District,0-5 miles,2,2;3;5;8;9,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,3154988.29,9651.212351
215,215,55,118,Crestland Triangle,"715 W Crestland Dr., Austin, Texas 78752",Austin,Travis,TX,715,W Crestland,Dr.,78752,Other,Street Address,0.45698748,GIS Value,2008,Open,Developed,Undeveloped,Planting Strips/Triangles,0-0.5 miles,4,4;7,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,19906.29483,589.5605154
216,216,57,292,Central Maintenance Complex at Town Lake Metro Park,"2525 S Lakeshore Blvd., Austin, Texas 78741",Austin,Travis,TX,2525,S Lakeshore,Blvd.,78741,Other,Street Address,9.21592622,GIS Value,1975,Open_Restricted,Maintenance HUB,Developed,Special,0-25 miles,3,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,401444.1404,2556.496156
217,217,62,135,Chestnut Pocket Park,"2207 E 16th St., Austin, Texas 78702",Austin,Travis,TX,2207,E 16th,St.,78702,Other,Street Address,0.62710122,GIS Value,1998,Open,undeveloped,Developed,Pocket,0-0.5 miles,1,1,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,27316.41991,685.0607915
